rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,Brand,Material,Bottle Type,Color,Special Feature,Volume,rating_cat
5.0,Best kid sports bottles you can buy,Best kid sports bottles you can buy!  I got my daughter 3 of these last Summer and they held up very well despite daily use and dishwasher exposure.  Love them so much I just bought her 2 more and you can't tell the difference between the new ones and the old ones.,[],B076D6P9L9,B076D6P9L9,AFIPPJF2BRJLWULLCFRONQOIVHSQ,1529072391064,1,True,Polar Bottle,Plastic,,Purple Henna,,354.882,1
5.0,Five Stars,This is my favorite water bottle ever!  Love the lid and that it locks!,[],B011LC85PM,B07CM8GLN9,AHGALZVOZDHUBNKMVNWJB42MXDKA,1472766341000,1,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,1
5.0,Eh investment!,So cute but scratch easy and kind of hard to clean out,[],B07HGSDBMN,B07HGSDBMN,AGOUOJQTULKKO52DFJRMG7E52ASA,1603307029002,0,True,CamelBak,"Eastman Tritan™ Copolyester. Tritan makes the eddy® clear, vibrant, durable, dishwasher safe and 100% BPA-Free.Eastman Tritan™ Copolyester. Tritan makes the eddy® clear, vibrant, durable, dishwasher safe and 100% BPA-Free.   See more",,Lavender,Bpa Free,750.0,1
5.0,Great Water bottle,I have been through more water bottles than I'd care to admit. From swell bottles to hydroflask .... healthy human is BY FAR my fav.... doesnt dent or scratch and keeps beverages hot/cold all day long!,[],B075FWYVZK,B0BGM8TW2T,AG4YBVUFP5VTMPWKZ7GYV4LBR55A,1554391932210,0,True,Healthy Human,steel,,Bahama,,470.0,1
5.0,Five Stars,Love it!,[],B015DJBZHY,B015DJBZHY,AEW522SCEIK56JIXV3CQS6BWPGZQ,1481494383000,0,True,CamelBak,Plastic,,Cactus Flower,Leakproof,750.0,1
5.0,Oreferred over the morr popular style camelbak,"My other camelbak with thw rubber top started leaking even when it was sitting up right. The cup holder in my car would be filled with water, drove me crazy. This water bottle is far easier to clean and I don't ever have to worry about the &#34;leak proof&#34; top leaking lol. I actually love this bottle and want a second! The mouth piece is curved and cups my lips in a very comfortable way as well",[],B015DJC71C,B015DJC71C,AE3QKY4MCBE6QIXETPPVPKP52PYA,1505297718356,0,False,CamelBak,100% Nylon,,Sea Glass,Leak Proof,750.0,1
5.0,Works great to keep Ice cold water,It’s the best keeps my water so cool,[],B07MZ6SD6X,B07MZ6SD6X,AHAMSVMIYHPVSITXIN3X25EOTLLQ,1564889936579,0,True,Hydro Flask,Stainless Steel,,Watermelon,"Durable,Easy To Clean",620.0,1
5.0,Exactly what I was looking for,"I have been using this for about a week and it is great. Keeps my water cold all day, is easy to hold, doesn’t leak, and has a great design. Great for bringing to work or for bringing on a hike!",[],B0795C7P3J,B08JRJNZQW,AFKOLGHXCYBSLQSC64BTB72PD77Q,1562254052200,0,True,Simple Modern,Stainless Steel,,- Midnight Black,,354.882,1
5.0,"Fantastic quality, little details appreciated","Awesome quality, keeps drinks hot/cold for hours. I love the little touches, everything from the bags that come with it to how it has Health Human on various parts of it. It looks like it was made with care. Love it!",[],B01D9CWLRA,B0BGM8TW2T,AHYSDQMOVDSDSEUPXKYX6R3ITVAA,1492906341000,0,True,Healthy Human,steel,,Bahama,,470.0,1
4.0,refreshing,i had been using a Nalgene 32 oz bottle for the past 10 years and wasn't sure if it was bpa free so wanted to switch and get something a little smaller.  This bottle has met all expectations and I don't feel like I'm getting cancer everytime I drink out of it.,[],B001NCDE5C,B001NCDE5C,AFCH5REXIPJPJNSHW6S3V35FIJXA,1340114290000,0,True,Nalgene,Plastic,,Lollipop Red,"Bpa Free,Dishwasher Safe",700.0,1
5.0,Awesome,"So easy. We don’t use a sippy cup or anything. After a year or so you do have to regularly clean the mouth piece because it gets moldy quickly, but I love it.",[],B01LA75PTW,B00PUDI2Z2,AEPMWKRHYAO6SVC7MRMUACXRKRPA,1544341236448,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,1
5.0,"Ergonomic, leak proof, durable","Bought this for Husband as a Father's Day gift and we ended out giving it to him early for a work trip. He really likes that the threading for the spout is on the inside so as you drink, it doesn't get caught on the threading. Also, there is a little indent on the outside of the spout for your lip. The lid for the drinking spout is magnetic against the bottle cap so as you drink it won't try to close and bonk you on the nose.<br />The magnetic spout lid doesn't have to be screwed on to the drinking spout. When it is NOT screwed on, it WILL leak, but not right away, giving you time to quickly sit it up before it starts spilling all over. When the spout lid is screwed on, we have not had leak issues at all.<br />Husband inspects bridges using rope access and he likes that this water bottle has a place for him to hook it on to his pack.",[],B07665L62W,B097881CZ6,AFTASQ3BHFPJL7ZXU32MPCZWWKXA,1592162907740,1,True,CamelBak,Plastic,,Charcoal,"Carrying Loop, Magnetic Lid, Leak-proof when closed",750.0,1
5.0,Love it!,"Doesn’t leak, keeps water cold! Love it!",[],B079ZG4H7M,B0BTHXPZWZ,AFVM2QIGNTURLAFBHYLZGAMQN2TQ,1625941007463,0,False,Contigo,Stainless Steel,,Steel & Monaco,,709.764,1
5.0,Love it!,"This is the best insulating vessel I have.  I have the red 40oz.  I put 8ish ice cubes in it, fill it with cold water, and 3 days later I can still hear the ice thunking around inside.  It doesn't sweat or anything.  It also looks like a little fire extinguisher, so I'm going to get real fire extinguisher parts and make it into one, so I can freak people out when I drink out of it.  It's gonna be great.",[],B01E0DOT5E,B0BGM8TW2T,AE2Z5OZXI2TEGJYXMNYTB4KT3UBA,1481063604000,1,False,Healthy Human,steel,,Bahama,,470.0,1
5.0,Excellent Water Bottle,Best water bottle - better than Contigo!,[],B01FSM3CWC,B07CM8GLN9,AH3IC2UBHE4YGH6V2O5O3RGBCAGQ,1483418953000,0,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,1
5.0,Love it!,Stays ice cold for hours! Doesn’t leak and doesn’t sweat.,[],B07PJL9WZ2,B08SQC83XC,AFPJ25KHVEHODI6RTOZCZEUOCAJA,1637625040165,0,True,Simple Modern,Stainless Steel,,Ombre: Tropical Seas,"Leak Proof, Insulated",946.352,1
5.0,Elated!,"Keeps things cold but knocked it off the counter once &amp; it was dented. Needless to say, I'm pretty disappointed.  Didn't think it would be so fragile or I would've bought a Yeti.<br /><br />***UPDATE***<br />The company sent me a replacement stein at no cost! In fact, it was a complete surprise when it arrived at my door w/a letter apologizing for my experience w/initial stein. They read my review &amp; sent out a new stein immediately! I'm so impressed w/this company's customer service &amp; responsiveness! You just don't find that too often anymore. My new stein has been flawless &amp; remained dent-free. I LOVE it!",[],B01D9CWGSE,B0BGM8TW2T,AHU6NAR5X35JJO46BHXEKOBVPG3Q,1497735553956,35,True,Healthy Human,steel,,Bahama,,470.0,1
4.0,It sounded like I had had quite a kitchen catastrophe,"I needed a water bottle I could hold with one hand and that has a covered mouth piece. This fits the bill on that and has the added bonus of keeping my water cold all day, and locking so I avoid spills if I drop it. But, dropping it is LOUD. I woke my husband up the first day I had it because it slipped while I was grabbing it from the dish rack. It sounded like I had had quite a kitchen catastrophe.",[],B01N6K88FQ,B0BTHXPZWZ,AHJLMD52Z6LG3TKVUPJQB7MDLYGA,1506015366614,0,True,Contigo,Stainless Steel,,Steel & Monaco,,709.764,1
5.0,Cool and Compact,"This insulated soft bottle is awesome! I love the twisting and locking cap. The strap is comfortable. It compresses as you drink, so it takes so little room in your pack after you drink your fluids.",[],B08QF2F3W9,B09VCTXSFF,AEGL7ALAE6BL7IJOGQEBVHWREEPA,1627704984446,0,True,Hydrapak,Other,,Silver,"Leak, Insulated, Carrying Loop",500.0,1
5.0,"Good quality, the right size for taking coffee with me","I ordered this bottle to use it instead of a coffee mug in the car and the office. I dislike coffee mugs, because of the plastic inside and on the lid. So this is an excellent option for my needs. Prior to this bottle, I used a cheaper, non-brand one. After about a week, my coffee began tasting like metal. Then, I knew the steel grade of the other bottle was poor. Since I prefer not to drink metal with my coffee, I ordered this bottle and it appears to be the right solution.",[],B079G9K6W2,B079G9K6W2,AGA3RYXLJRBULHOWQCS5GJL64ODA,1555522758433,5,True,Klean Kanteen,Stainless Steel,,Sea Crest - Loop Cap,Double wall,354.882,1
5.0,Best Water Bottle I Have Ever Had!,"I always carry a water bottle.  I have had plastic water bottles, didn’t like the taste and I worry about plastic.  I then switched to glass bottles but they were heavy and also didn’t keep the water cold at all, my ice disappeared with an hour or so.  I ordered my Healthy Human Insulated bottle, the first day I was surprised that even after adding water all day the ice that I put in the bottle was still there after a full day.  Much to my surprise there was ice the next morning.  The hot summer months are yet to come but I expect and am hopeful that I will continue to have iced water after many hours.  This water bottle has changed my life.  (This sounds silly but it is true)",[],B075FWYWFF,B0BGM8TW2T,AEBHKYUIV7QJ7UJQF3DLSPV3S2SQ,1523482515402,0,True,Healthy Human,steel,,Bahama,,470.0,1
5.0,Nice,Nice holds water no leaks,[],B005KE10J6,B08GPR9N86,AFV4PGU52PIHPT4U4ZW7324PWYOQ,1606599846160,0,True,Nalgene,Other,,Foliage,"Bpa Free,Dishwasher Safe,Leak Proof,Narrow Mouth",900.0,1
4.0,Keeps water fresh for long time,I really like it. Keeps water fresh! Not heavy easy to carry,[],B01D9CWLRA,B0BGM8TW2T,AHSSYXW7LXGWSVF67WQHVVSV3JHQ,1535848833337,0,False,Healthy Human,steel,,Bahama,,470.0,1
5.0,I love the marle coloring,"I love the marle coloring, and I really love how long ice stays in the bottle. It is also true that liquids stay hotter for longer in this bottle as well, It's a really great product!",[],B075FT5RPH,B0BGM8TW2T,AHYCCN2HP3WN35CMO2JJZFOECCQA,1527873561393,0,True,Healthy Human,steel,,Bahama,,470.0,1
5.0,"Getting exactly what you ordered, not having to receive ""either/or"".","Color and sturdiness as expected, but not with the lid I hoped for.",[],B07BKQBXB1,B08JRJNZQW,AGKDQAIBGU3D7FNY24HDL2M43W3A,1568826310401,0,True,Simple Modern,Stainless Steel,,- Midnight Black,,354.882,1
5.0,Five Stars,I love these for sippy cups,[],B003EM9AIY,B003EM9AIY,AGAUCCHUREQQSA4AH56AOCNGMEZA,1432329513000,0,True,Nalgene,HDPE,,Slime Green,"Bpa Free,Dishwasher Safe",354.882,1
5.0,This is the second one of these we've bought,"I bought one of these bottles to keep on my nightstand, so I can have a drink of water or take pills without getting up.  It's a good size.  It's durable--can't tell you how many times I've fumbled for it in the dark and knocked it on the floor, but it's still undamaged.  I can keep water in it for a couple of weeks and it never develops an ""off"" taste.  And I LOVE the little spout that swivels out from the cap!  I can drink from it while lying down without spilling all over myself.  My husband saw mine and he had to have one for his side of the bed, so this one was for him.",[],B0043TEHG2,B0047GL1A6,AEYTG4W7SQ4OBTCBPC5CV3LHL57Q,1652297330840,0,True,Nalgene,Tritan copolyester,,Clear,"Leak Proof, Push Button",560.0,1
4.0,Good for OLDER kids,"These are great cups, but since there's no valve they WILL leak with a younger child. It's durable and can be dropped and kicked and won't even show a scratch. Very good product. And I love that they're free of BPA!",[],B007218JZ8,B08PFMM9FW,AH57P62SKJK2C5GQTELAAMKHXNDA,1376932181000,0,True,Nalgene,Tritan copolyester,,Pink,"Button,Leak Proof",354.882,1
5.0,Five Stars,cute,[],B01BD0R5DA,B01BD0R5DA,AESVNXHVMOJGAJ6O6E5Q2SCANBTQ,1494715525000,0,True,Contigo,Plastic,,Blue,"Bpa Free,Dishwasher Safe,Straw",414.029,1
5.0,Five Stars,contigo always makes great products,[],B01N7LKY1F,B0BTHXPZWZ,AHBAKO3KA3PAMJMZMXBJVZP4YOOQ,1496411022000,0,True,Contigo,Stainless Steel,,Steel & Monaco,,709.764,1
5.0,Great bottle for 5 year old.,"After purchasing several larger water bottles for my 5 year old for school, this smaller one will be the one.  I have 4 of these in larger sizes, and several different brands that work well too... Really, the size is what I wanted most for little hands and less weight in the backpack.  This style Contigo works great and keep liquids cold for a whole day.",[],B01BD0R8J6,B07GBLZNPG,AFWWAQLF3VNVFSZMXA7ROBVY2Q6Q,1476716681000,0,True,Contigo,Plastic,,Biscay Bay Taos,Durable,354.882,1
4.0,Keeps things cold for a LONG time,The color scratched off pretty easily but my margaritas were cold through an 8 hour float trip.,[],B005EGY4RU,B005EGY4RU,AEALKLEO7NH6S2VZTWABMG632ZGA,1457071927000,0,True,EcoVessel,Metal,,Turquoise Glow,,750.0,1
4.0,Don’t leak and nice and light,So many of the metal ones are lined but really heavy. These are nice and light. I don’t need my water tonstay cold!,[],B07992TKDC,B08JXBK4CD,AGUUHRMJICXUBSYAMMHIVTIXBCMQ,1537955853531,0,True,Klean Kanteen,Stainless Steel,Standard Bottle,Shale Black,"Lightweight, Insulated",798.4845,1
5.0,Best water bottle,Love the color. Keeps liquids cold for such a long time. Awesome water bottle.,[],B07BKRFFGK,B08JRJNZQW,AGANADXSCFUK33JVW22C7R5K7SVA,1578108797832,0,True,Simple Modern,Stainless Steel,,- Midnight Black,,354.882,1
5.0,Good Quality,"My first embrava water bottle is 4 years old, it hasn’t scratched and doesn’t look worn out at all so I’ve bought another one. It’s dishwasher safe which is convenient too.",[],B011LC85PM,B07CM8GLN9,AHVBASKL4TUBA7UJY7L7DKATXWOQ,1659360695229,1,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,1
5.0,Great Bottle,"These cups are awesome- No leaks perfect for big kids transitioning from sippy cups, I highly recommend these bottles.<br />My daughter loves them too!",[],B001NCDE1Q,B08W2VZSLJ,AFZZYGT4PLFP5OOTUIWRFDSII6QQ,1360336624000,0,True,Nalgene,tritan,,Pink,"Leakproof,Wide Mouth",350.0,1
5.0,Can't beat HydroFlask!,I love this Water Bottle!,[],B00VKLNZS2,B00VKLNZS2,AGX7DJI5HOZ6X2KCNBOWUQS7PMIA,1470417388000,0,True,Hydro Flask,Stainless Steel,,Stainless,"Dishwasher Safe, Thermal",710.0,1
5.0,Worked fine,Bottle was purchased to fit into bottle rack on grandkids bike. Normal bottle was too long to fit in or take out. This size is perfect and allows room to take the bottle in and out.,[],B00K2BHM2Q,B00K2BHM2Q,AH5X3Y3T35MTDIQ4PKWLCRERZVIQ,1607127702732,0,True,POLAR,,,"Black, White, Red, Orange, Yellow, Pink, Brown, Blue, Grey, Purple, Green, Golden, Silver","Wide Mouth, Insulated",354.882,1
5.0,Has features to make everyone happy.,"This bottle has great features. Living in the desert, you get into the habit of always taking a beverage with you when you leave the house. For kids, having  beverage in the car can create lots of messes. This bottle has an autoseal feature that prevents spills between sips! The cool graphics, which glow in the dark, makes this bottle a real hit with my grandson, the kids out here are recommended to take a water bottle to school each day and he just loves this one. This bottle clips onto his backpack, has a convenient handle that folds down when not in use, is BPA free, and is easy to use and clean.",[],B00OTOKR10,B00OTOKR10,AEVVJQFDSLIEVUKGSL6Z6VWBURRQ,1418862125000,0,False,Avex,tritan,,Charcoal,,473.176,1
5.0,Five Stars,These are very durable and easy to clean.,[],B07663TZNP,B01MPY2DBT,AEBCZ2JAXB23GHYYMYLPQLCM4YNA,1528153022929,0,True,CamelBak,Blend,,Purple Swans,"Straw, Insulated",400.0,1
5.0,Wet no more!,Fantastic product. Keeps the lunchbox dry.,[],B007218JGW,B08PFMM9FW,AET74VD3UHXOPTDYMASI5C7PQWNQ,1415359088000,0,True,Nalgene,Tritan copolyester,,Pink,"Button,Leak Proof",354.882,1
5.0,Perfect for taking drinks on the road!,Absolutely love this! We bought this for our 4 year old daughter to take along with us in the car and for when she's playing outside. It is leak proof which is a plus and it is very easy to take apart to clean. We loved it so much we bought another on here for our 2 year old.,[],B015DK98XQ,B00PUDI2Z2,AEM6AVSOXV4B4H4IIDPQNQUGCSEA,1466456757000,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,1
5.0,Great bottle,Very good quality bottle. It's pretty heavy because it's glass but very straight fwd and easy to use. I love the colors and the silicone sleeve has already prevented breakage when my 5 year old dropped it on kitchen floor.,[],B00A8KXTC8,B00A8KXTC8,AHWMB4TFWRSUYPYEXJVLF5RHUCKQ,1381605427000,0,True,Takeya,"Silicone, Glass",Standard Bottle,Green,,354.882,1
5.0,Great quality & flow,"Great quality, flow is perfect. The only issue is you can’t take off the strap.",[],B01FSM3D3A,B07CM8GLN9,AHSWQVCS5WD2XTDYCP66DKW65FRA,1594930613463,0,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,1
5.0,What I've been looking for.,Super nice uncomplicated water bottle. Got these for my kids and they're our favorite.,[],B00K2BHM2Q,B00K2BHM2Q,AE7E5QFHYQGGQCPFWQB3GJ5ZWCYA,1464359522000,0,True,POLAR,,,"Black, White, Red, Orange, Yellow, Pink, Brown, Blue, Grey, Purple, Green, Golden, Silver","Wide Mouth, Insulated",354.882,1
5.0,Five Stars,Good quality. My kid loves it.,[],B007218JZ8,B08PFMM9FW,AGWCJE5EULTY5SPFW6CPX4WYSSSQ,1480815003000,0,True,Nalgene,Tritan copolyester,,Pink,"Button,Leak Proof",354.882,1
5.0,Great for little kids,Definitely like being able to wash In the dishwasher and that it keeps drinks cold.,[],B0083VRJW0,B0083VRJW0,AFZEDWMXJOB7KGTJJ2E3EQERDVHQ,1578860460047,0,True,POLAR,,,Pink,"Bpa Free,Dishwasher Safe,Double Wall,Insulated",354.882,1
5.0,Almost perfect,"Not quite leak proof, especially if your kid is a shaker. He also chewed the mouth piece to shreds. But it is super easy to clean",[],B001NCDE2K,B08W2VZSLJ,AEDCZQQRYV4CLUPZNUKREV5TJTJQ,1555449257962,0,True,Nalgene,tritan,,Pink,"Leakproof,Wide Mouth",350.0,1
5.0,Great!,Ideal design! No moldy straws or replacable parts. Just a classic leakproof case for a 5 year old. No pieces to lose. Classic brand—very happy with this awesome design of this bottle & the cool print!,[],B08QVJ8ZPT,B09784ZP2R,AFKTQVWZDHW7I7TUMAQ6WBXQIWIQ,1625018958004,3,True,CamelBak,Blue,"Reusable, Kids",Space Unicorns,"Carrying Loop, Magnetic Cap, Leak-proof when closed",400.0,1
5.0,I really like this bottle,"I really like this bottle. It keeps coffee hot, and keeps water cold. It's really, really well-made, and looks great. I like the loop at the neck--I can carry it with one finger. The bottle has a much bigger capacity than most bottles like this which is fantastic. It's also very, very tall. I think they chose to make it taller rather than wide so it would be more likely to fit in cupholders. But it will probably fall out of some bottle pockets on backpacks. It's tall. I think it's best for drinks without calories or residue, because if you forget to clean it immediately after using it at some point, it is going to be really hard to get clean (and you can't put it in the washer). Since it's super tall it may not fit under your faucet, and you'll have to use a very long brush.<br /><br />Anyway I really like it. I use it at work, and it fits under the faucet there, and I don't need to carry it around in a backpack pocket. It's perfect for me!",[],B01N7R9FUU,B08PPMW6K2,AGB3YZIRHOSAZGQF3NRHKQJWWQTA,1512831511182,1,False,Contigo,Stainless Steel,,Stainless Steel,,946.352,1
4.0,Good functionality,This water bottle is very functional. I love how you can use the straw or open top. The water bottle just sweats A LOT with ice water.,[],B003WY1CNK,B0047GL1A6,AF2V3U6RYRL6FYMLO5JR6PPMBHDQ,1347332374000,0,True,Nalgene,Tritan copolyester,,Clear,"Leak Proof, Push Button",560.0,1
5.0,MY FAVORITE WATER BOTTLES - COLD DRINKS FOR MANY HOURS!,"Contigo SS water bottles are my FAVORITE!  I love these bottles and own several in various sizes!  They keep my drinks cold for many, many hours, fit in my car's cup holders and look great.  If I could list any negative, some of the handled lids are not as convenient for carrying.  This lid is one of those, with little space between the handle and lid top.  However, the handle tucks away nicely, which is a great feature!",[],B01N6K88FQ,B0BTHXPZWZ,AFTNB63P32SZK5YCT5E2NKZE5NYQ,1504903115002,1,True,Contigo,Stainless Steel,,Steel & Monaco,,709.764,1
5.0,Solid Purchase,Great water bottle! I use it everyday.,[],B00O0UV49W,B00O0UV49W,AEDRL2YJH65K3N7HCZ72HM4IASUQ,1436601179000,0,True,CamelBak,100% Nylon,,Bluegrass,Leak-proof,750.0,1
5.0,"Cute, functional, and reasonable price",It worked while I took it with me to Arizona.  Love the color.,[],B07BKQWX6V,B08JRJNZQW,AGMM4XQYYELO2HJKWXVVXQHXE7HQ,1587250995276,0,True,Simple Modern,Stainless Steel,,- Midnight Black,,354.882,1
5.0,Bester water bottle I've ever owned,"I purchased my first Embrava bottle 7 years ago and the seal on it only recently started to go, so I just got a replacement. That's pretty good in my book.",[],B01FSM3CZY,B07CM8GLN9,AF4AYLZ3QOH4K3MCIKRESTTDEW5A,1678299477943,1,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,1
5.0,They keep their promise,I am really happy with my product. They keep beverages cold and hot as long as promised.,[],B075FXV7Z1,B0BGM8TW2T,AHTJ54QOTXIIS7HHJASN2DORSB6A,1533755351226,0,True,Healthy Human,steel,,Bahama,,470.0,1
5.0,Works as discribed.,What can I say it keeps fresh water on me and not those bad smells I got with the old army surplus ones.,[],B001U0B3KK,B08GPR9N86,AHDHCESOEGDKAA63IJ5NGHJIXMIQ,1425757699000,0,True,Nalgene,Other,,Foliage,"Bpa Free,Dishwasher Safe,Leak Proof,Narrow Mouth",900.0,1
5.0,Better Design than older cap,I Love this cap. I bought it to replace the older style one. Durable too,[],B077MHF5G4,B07CJQQXS4,AFWJZXWD2EGKJWKYVASMVOM2224A,1560832078929,0,True,CamelBak,Eastman Tritan™ Copolyester,Replacement part,Black,"Carrying Loop, Magnetic Cap, Leak-proof when closed",900.0,1
5.0,Water stays cold for 24+ hours in all conditions,"I can't say enough good stuff about Takeya bottles. They're pretty durable. Cold drinks stay cold for the entire day even if the bottle is in the sun or sitting in a hot car. If I add ice in the morning with a cold drink, it'll stay cold for almost two days. Another thing I like is that the bottle opening is large enough to put any size ice cube. The spout is also cool- depending on how you tilt it, you can sip, pour or chug.<br />The bottle doesn't sweat or condensate. It takes a beating well. To me, it's a way better deal than the hydroflask.",[],B0188QB858,B0188QB858,AGSWLP7AS2U7ZZD43SDFK25C7T3Q,1507536870906,2,True,Takeya,Stainless Steel,,Steel,Premium,532.323,1
5.0,Durable and convenient,"Very durable. Magnetic lid holds lid from falling onto your face while open. Screw lid to close. I got the 20 oz which is a nice size, may get another larger one for my desk/work but this is a very nice size for travel/walking.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91JI4gFMsfL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91JI4gFMsfL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91JI4gFMsfL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91nGBrFxWuL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91nGBrFxWuL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91nGBrFxWuL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07HGR43LB,B07HGR43LB,AFQGHOX5O3BNDSJ6M2ZCRCMPPFNQ,1615412035751,0,True,CamelBak,"Eastman Tritan™ Copolyester. Tritan makes the Chute® Mag clear, vibrant, durable, dishwasher safe and 100% BPA-Free.Eastman Tritan™ Copolyester. Tritan makes the Chute® Mag clear, vibrant, durable, dishwasher safe and 100% BPA-Free.  See more",,Clear,Bpa Free,600.0,1
5.0,(☞ﾟヮﾟ)☞,Can't go wrong with 1 Qt Nalgenes for easy water access when hiking.  Great cup and super durable.,[],B001NCDE48,B001NCDE48,AEWA33AD4RUN3QXDIUIWDFFKADSQ,1482941852000,1,True,Nalgene,Tritan copolyester,,Gray,"Dishwasher Safe,Leak Proof,Narrow Mouth",1000.0,1
5.0,Perfect size for 6-10 year olds....,"After purchasing (and eventually tossing) many water bottles, sippy cups, straw bottles etc.  I have found that these are the perfect water bottles for kids ages 6-10.  They are leak proof, dishwasher safe.  No straws that are hard to clean and no areas for gross mold to grow.  The new magnetic lid is better than the old style in my opinion, especially for kids.  The older style was more difficult for little hands and so the cap would just hit them in the nose when they tried to drink - was not a deal breaker but this new lid is much better.  Although they are leak proof, both the mouth piece and the cap are easy to remove so kids can open both and drink or refill unassisted ... a big plus!  Finally, these fit in all the cupholders in our car and the kids booster seat cupholders perfectly.  I bought the bigger (750ml) size for myself too ... which also fits all the cupholders ... yay! HIghly recommend these.",[],B076CWHTP5,B076CWHTP5,AEFBQHQQPCVZOBRK7MNSXK3VZQQQ,1554752773220,4,True,CamelBak,Plastic,,Charcoal,"Wide Mouth, Lightweight, Leak Proof",384.4555,1
5.0,Nephew loves it,"I bought this for my nephew and he loves showing it off, so cute! It’s a great little water bottle and the lid works great.",[],B08FCQ79CT,B08FCQ79CT,AFKAV2BTYHDZUMT66MRNKQ6YGUPQ,1632002735047,0,True,Ello,Plastic,,Shark Pizza,"Dishwasher Safe,Leak Proof,Push Button,Straw",473.176,1
5.0,"Nice gift, good quality.",I purchased this as a gift for my 15 yr old granddaughter.,[],B0793DWV38,B0793DWV38,AEQ47NC6QRBIPHUAKDCJJSBIJSDQ,1591989763187,0,True,Hydro Flask,,,Olive,,620.0,1
4.0,really do like it!,Sweat once then stops...really do like it!,[],B00SA2VH5C,B00SA2VH5C,AENQWPQQVYU4NJYYAL2DZ2LYUHPA,1524448354267,0,True,Klean Kanteen,Stainless Steel,,Sugar Plum,"Lightweight, Leak Proof",354.882,1
5.0,Toddler-proof,Excellent for toddlers. Won't break if dropped. Doesn't leak.,[],B01LA75PTW,B00PUDI2Z2,AGF27LCF74RGCYLEHBPQTWCNWDTQ,1560393953917,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,1
5.0,Great bottle and exceptional service!,Great bottle! Exceptional customer service!,[],B011LC85PM,B07CM8GLN9,AG25FW3PD32TZC5AWIQQD74MW6OQ,1523119769780,0,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,1
5.0,Perfect,I really didn’t expect to be so crazy about this bottle I was looking for a 64 ounce bottle to try to get in a gallon a day But just to big to carry around...so I went for the 32 thinking 4 a day it’ll be good.  As it turns out it’s perfect it fits in my cupholder fits in my bag the color I got was amazing it’s easy to hold it just far exceeded my expectations I love the widemouth the only drawback is you can’t put it in the dishwasher.  I’ll live.  I was also a reasonably priced compared to most of the other ones in the cold last 24 hours I mean you beat that...Especially here in Texas,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71aezeJvPwL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71aezeJvPwL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71aezeJvPwL.jpg', 'attachment_type': 'IMAGE'}]",B075FX3XJK,B0BGM8TW2T,AHR2BNBOEBWKPMJYF57ABV2FPGIA,1584252592688,0,True,Healthy Human,steel,,Bahama,,470.0,1
5.0,All around great,"Great bottle, I like the fast flow and the flip top. Doesn't weird me out like those straw bottles haha. Super easy to clean as well.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71IjqJFiqoL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71IjqJFiqoL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71IjqJFiqoL.jpg', 'attachment_type': 'IMAGE'}]",B011LC85PM,B07CM8GLN9,AGMQABZSATR7JDC2FFXX55H4Z67A,1465575411000,0,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,1
